Episode,Reward,Pre,True,Probabilities,Steps,T
0.0,164.91788068746564,1.0,1.0,0.5789802670478821,16.0,0.003006335090688183
1.0,161.3262503933817,1.0,1.0,0.7273495197296143,17.0,0.003094084368935793
